序号,视频ID,视频标题,视频URL,发布时间,视频时长(s),作者昵称,作者ID,点赞数,收藏数,分享数,播放数,评论总数,层级,评论ID,评论内容,评论用户,评论用户ID,评论点赞数,回复数,评论时间,IP属地,回复目标用户
167,7453401499742342454,,,,,,,,,,,,L1,7453412945041801996,十一年不够[泣不成声]@是小谢,一闪一闪亮晶晶,73012189523,38,0,2024-12-28 18:48:56,广东,
168,7453401499742342454,,,,,,,,,,,,L1,7453412922858439459,不要天天盯着天上看，低头看看地上的普通人吧,斑马斑马,63961665495,15,0,2024-12-28 18:48:52,四川,
169,7453401499742342454,,,,,,,,,,,,L1,7453412440467391268,祝祖国繁荣昌盛[赞][赞],天使守护星,96267740480,1,0,2024-12-28 18:47:00,广东,
170,7453401499742342454,,,,,,,,,,,,L1,7453412006148227859,向那些默默为国家付出的人致敬，祝祖国繁荣昌盛！！,张南北,2229411155810488,1,0,2024-12-28 18:45:20,北京,
171,7453401499742342454,,,,,,,,,,,,L1,7453411002739393306,妇女儿童寒了心啊,咩咩,12195421142,9,0,2024-12-28 18:41:26,四川,
172,7453401499742342454,,,,,,,,,,,,L1,7453410960691725116,为什么,不想长痘,84809676280,4,0,2024-12-28 18:41:14,福建,
173,7453401499742342454,,,,,,,,,,,,L1,7453410601692545792,[赞][赞][赞][赞][赞],立地成佛，,3874325964794260,0,0,2024-12-28 18:39:51,安徽,
174,7453401499742342454,,,,,,,,,,,,L1,7453410450651988772,祖国妈妈就是一个巨大的爽文女主！！！[流泪],美在齐鲁,3984217875678876,7,0,2024-12-28 18:39:16,山东,
175,7453401499742342454,,,,,,,,,,,,L1,7453417686547874595,我最亲爱的祖国，请保护妇女儿童,孤岛,99072976949,33,0,2024-12-28 19:07:21,陕西,
176,7453401499742342454,,,,,,,,,,,,L1,7453410310872531769,11年够嘛,福宝❤️,106670810512,1045,8,2024-12-28 18:38:44,上海,
177,7453401499742342454,,,,,,,,,,,,L1,7453410236213363514,[赞],杰,2440531224568475,0,0,2024-12-28 18:38:25,山东,
178,7453401499742342454,,,,,,,,,,,,L1,7453410183374766886,不够,mi,429277814728169,6,0,2024-12-28 18:38:18,江西,
179,7453401499742342454,,,,,,,,,,,,L1,7453410194849153831,十一年不够,忘掉种过的花,88358951076,19,0,2024-12-28 18:38:16,湖北,
180,7453401499742342454,,,,,,,,,,,,L1,7453408849426350858,什么人都能使用天网定位吗？,(‾^‾)ง⁼³₌₃,73798531140,25,0,2024-12-28 18:33:06,北京,
181,7453401499742342454,,,,,,,,,,,,L1,7453408757964358454,[赞][赞][赞],✧Mr、王ꦿ᭄࿐,68789646605,0,0,2024-12-28 18:32:42,广东,
182,7453401499742342454,,,,,,,,,,,,L1,7453408642601124635,愿祖国繁荣昌盛，越来越强👍👍👍,蜗牛也是牛,103113583999,1,0,2024-12-28 18:32:16,浙江,
183,7453401499742342454,,,,,,,,,,,,L1,7453408459784225574,@,老佛爷,2594471392318204,0,0,2024-12-28 18:31:34,安徽,
184,7453401499742342454,,,,,,,,,,,,L1,7453407784823948090,来啦,@八月,4209380914367060,0,0,2024-12-28 18:28:56,河南,
185,7453401499742342454,,,,,,,,,,,,L1,7453412944165667620,我最亲爱的祖国，请保护妇女儿童,cvvi-,93240263354,17,0,2024-12-28 18:48:57,四川,
186,7453401499742342454,,,,,,,,,,,,L1,7453406846071767865,祝愿新的一年 平安健康 财源广进！,揽清幽💃🏻,75838930489,2,0,2024-12-28 18:25:18,陕西,
187,7453401499742342454,,,,,,,,,,,,L1,7453406679105241897,中国航天崛起，祝愿伟大的祖国繁荣昌盛，向航天科学家致敬，向航天英雄致敬。[比心],风调雨顺,105506387124,2,0,2024-12-28 18:24:40,浙江,
188,7453401499742342454,,,,,,,,,,,,L1,7453406216514732800,给中国航天点赞[比心][比心][比心],Angelaba,106569940840,2,0,2024-12-28 18:22:51,湖南,
189,7453401499742342454,,,,,,,,,,,,L1,7453406112528892731,十一年不够[流泪],小粘豆包,110535485275,104,0,2024-12-28 18:22:25,内蒙古,
190,7453401499742342454,,,,,,,,,,,,L1,7453405196220859186,[赞][赞][赞][赞][赞][赞][赞],盛京夺冠 來春陽同吉祥,105113279161,0,0,2024-12-28 18:18:53,辽宁,
191,7453401499742342454,,,,,,,,,,,,L1,7453404319171674906,强大的祖国万岁[赞][赞][赞],Quᩚeenᩚ୭👑,59216336585,2,0,2024-12-28 18:15:32,云南,
192,7453401499742342454,,,,,,,,,,,,L1,7453404114324783923,第六,不想说,64623052034,0,0,2024-12-28 18:14:40,山西,
193,7453401499742342454,,,,,,,,,,,,L1,7453402483937231676,[玫瑰][玫瑰][玫瑰],锋鸟,4146963895565752,0,0,2024-12-28 18:08:23,黑龙江,
194,7453401499742342454,,,,,,,,,,,,L1,7453402398058758938,[比心][比心][比心],w睿,63280310715,0,0,2024-12-28 18:08:03,云南,
195,7453401499742342454,,,,,,,,,,,,L1,7453402157404996387,[一起加油][一起加油][一起加油],°,1383666204807564,0,0,2024-12-28 18:07:04,广东,
196,7453401499742342454,,,,,,,,,,,,L1,7453409470358848316,我是男的,艾玛,1170318498227853,0,0,2024-12-28 18:35:27,四川,
197,7453401499742342454,,,,,,,,,,,,L1,7453441413616878394,十一年够吗？？？,☾⋆˖谁的,61662579304,65,0,2024-12-28 20:39:25,辽宁,
198,7453401499742342454,,,,,,,,,,,,L1,7453443159096836879,妈，十一年太少了,🌈🌻🥳⛅️,73117447530,117,3,2024-12-28 20:46:12,四川,
199,7453401499742342454,,,,,,,,,,,,L1,7453432717063537465,十一年，合理吗[流泪]够吗？,八月长安,100578282249,224,3,2024-12-28 20:05:41,福建,
200,7453401499742342454,,,,,,,,,,,,L1,7453413108339917578,十一年认真的吗,橘,3936668636168032,191,0,2024-12-28 18:49:40,河南,
201,7453401499742342454,,,,,,,,,,,,L1,7453423562617176891,"才十一年，怎么想的。
不结婚不生孩子是有原因的[看]",城北寒蝉,71320080950,5,0,2024-12-28 19:30:09,江苏,
202,7453401499742342454,,,,,,,,,,,,L1,7453425293005931264,十一年，合理吗,末凉。,82758517358,84,0,2024-12-28 19:36:53,四川,
203,7453401499742342454,,,,,,,,,,,,L1,7453449373205398330,不知道说啥，强烈反对我女儿结婚！！！从小开始教育她远离男人自立自强！！！,🦹舒妍💕 ❧,4402878577908957,2,0,2024-12-28 21:10:17,河南,
204,7453401499742342454,,,,,,,,,,,,L1,7453414244214670137,11 太少了[流泪],男同我只看 he,2283021266596424,101,1,2024-12-28 18:53:58,河南,
