序号,视频ID,视频标题,视频URL,发布时间,视频时长(s),作者昵称,作者ID,点赞数,收藏数,分享数,播放数,评论总数,层级,评论ID,评论内容,评论用户,评论用户ID,评论点赞数,回复数,评论时间,IP属地,回复目标用户
87,7469214648441556278,,,,,,,,,,,,L1,7469394170181813049,[玫瑰][玫瑰],清少,1911397537036155,0,0,2025-02-09 20:24:15,广西,
88,7469214648441556278,,,,,,,,,,,,L1,7469261506200372008,[大笑],心想事橙,7464454102048818234,0,0,2025-02-09 11:49:32,浙江,
89,7469214648441556278,,,,,,,,,,,,L1,7469264526815691580,[赞][赞][赞][赞][赞],一💕一意,67397955509,0,0,2025-02-09 12:01:10,广东,
90,7469214648441556278,,,,,,,,,,,,L1,7469243043851420431,[赞][赞][赞][666][666][666][666][666][666],胡顺凯,2660474244044328,1,0,2025-02-09 10:37:54,山东,
91,7469214648441556278,,,,,,,,,,,,L1,7469616267584291642,[感谢][感谢][感谢][感谢][感谢][感谢][感谢][感谢][感谢][感谢][感谢][感谢][感谢][感谢][感谢],王,102604508288,0,0,2025-02-10 10:46:09,四川,
92,7469214648441556278,,,,,,,,,,,,L1,7471278157192463144,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],张娘,333851971027696,0,0,2025-02-14 22:15:08,云南,
93,7469214648441556278,,,,,,,,,,,,L1,7469258380851430201,[赞][赞][赞][赞],家有爱犬,83185779878235,0,0,2025-02-09 11:37:19,黑龙江,
94,7469214648441556278,,,,,,,,,,,,L1,7469253053481698107,[看][看][看][看][看][看][看][看][看],济宁蛇年大吉.,2027953383802909,0,0,2025-02-09 11:16:39,山东,
95,7469214648441556278,,,,,,,,,,,,L1,7469236584156611388,[比心][比心],红杰479648025130,1842380557004307,0,0,2025-02-09 10:12:44,安徽,
96,7469214648441556278,,,,,,,,,,,,L1,7469523286461612827,无与伦比的美丽,腾王,103991547647,0,0,2025-02-10 04:45:55,黑龙江,
97,7469214648441556278,,,,,,,,,,,,L1,7469385298331648802,朋友们给我力量,小女子单身,333893834910238,0,0,2025-02-09 19:49:54,辽宁,
98,7469214648441556278,,,,,,,,,,,,L1,7469354214256706319,单依纯唱得真好听[玫瑰],云开,1877571362896067,4,0,2025-02-09 17:49:17,广东,
99,7469214648441556278,,,,,,,,,,,,L1,7469260717036782395,人生苦短，来一碗是一碗😅。,方城县秋实托育服务中心,96354738482,0,0,2025-02-09 11:46:23,河南,
100,7469214648441556278,,,,,,,,,,,,L1,7469255367621690146,人才,兰兰,4054597214937831,0,0,2025-02-09 11:25:40,江西,
101,7469214648441556278,,,,,,,,,,,,L1,7469215444429521722,好美呀[爱心][爱心][爱心],🍬丫头,2334974511685367,1,0,2025-02-09 08:50:46,河南,
102,7469214648441556278,,,,,,,,,,,,L2,7469656916044022554,欢迎你,你抖你的，我就看看,106544429655,0,0,2025-02-10 14:23:48,黑龙江,
103,7469214648441556278,,,,,,,,,,,,L2,7469762635862475557,谢谢！！,仓仓,668101750294511,0,0,2025-02-10 20:14:07,广东,
104,7469214648441556278,,,,,,,,,,,,L1,7469385268119323392,朋友们给我力量关注我[色][比心],小女子单身,333893834910238,0,0,2025-02-09 19:49:44,辽宁,
105,7469214648441556278,,,,,,,,,,,,L1,7469385198661665588,朋友们给我力量关注我[鼓掌][鼓掌][感谢][感谢],小女子单身,333893834910238,0,0,2025-02-09 19:49:29,辽宁,
106,7469214648441556278,,,,,,,,,,,,L1,7469229732627497740,国宝大熊猫福宝公主出川，离开神鼠贫。,大英英,1556506965455459,1,0,2025-02-09 09:46:13,重庆,
107,7469214648441556278,,,,,,,,,,,,L1,7469420076246418187,单依纯唱得真好听[送心]为亚冬会运动健儿加油[爱心],傲娇的小仙女,4046664279262571,8,0,2025-02-09 22:04:49,广东,
108,7469214648441556278,,,,,,,,,,,,L1,7469415419063157504,我脑壳里面最先蹦出来的是无尽冬日,爱吃咸鱼,167541493729371,0,0,2025-02-09 21:46:47,四川,
109,7469214648441556278,,,,,,,,,,,,L1,7469226714577896252,@头顶一只鲸,小小怪下士,67379038851,0,1,2025-02-09 09:34:27,四川,
110,7469214648441556278,,,,,,,,,,,,L1,7469393171081872185,亚布力滑雪场，雪乡，冰雪大世界，大秃顶子山的雪地摩托，元旦前后去的，当地管理了物价整体感觉，还会再去[大笑],伽利略的猫,102165439021,0,0,2025-02-09 20:20:22,上海,
111,7469214648441556278,,,,,,,,,,,,L1,7469226571594482470,亚洲冬季运动会,木子,474578253791504,0,0,2025-02-09 09:33:58,北京,
112,7469214648441556278,,,,,,,,,,,,L1,7469292213000799036,@[赞][赞][赞],红朝阳,2533687450933518,0,0,2025-02-09 13:48:36,河北,
113,7469214648441556278,,,,,,,,,,,,L1,7469385334846194467,朋友们给我力量,小女子单身,333893834910238,0,0,2025-02-09 19:49:58,辽宁,
